"Female_Ana-de-TrinidadSonetos" "Female_LeonordelaCuevaSonetos" "Female_Maria-de-SantaIsabelSonetos" "Female_MariadeZayas_Sonetos" "Female_SorJuanaInesdelaCruzSonetos" "Female_Violante-do-CeuSonetos" "Male_GongoraSonetos" "Male_JuandeArguijoSonetos" "Male_JuandeJaureguiSonetos" "Male_LopedeVegaSonetos" "Male_PedroSotodeRojasSonetos" "Male_QuevedoSonetos"
"tú" 0.229753015508329 0.102040816326531 0 0.108499095840868 0.152532031726663 0.24684942185267 0.0869061413673233 0.239158163265306 0.144857556735876 0.103386234861301 0.156467315716273 0.160909676035186
"día" 0.172314761631246 0.153061224489796 0.074019245003701 0.216998191681736 0.0305064063453325 0.0519682993374042 0.144843568945539 0.079719387755102 0.0482858522452921 0.13426783748221 0.0869262865090403 0.171636987770865
"pero" 0 0.0510204081632653 0 0.0723327305605787 0.152532031726663 0.24684942185267 0.0675936655079181 0.0159438775510204 0.0482858522452921 0.194688364349204 0.13038942976356 0.045054709289852
"tiene" 0.114876507754164 0 0 0.108499095840868 0.0457596095179988 0.0649603741717552 0.0579374275782155 0.0159438775510204 0.0482858522452921 0.169177475227584 0.0173852573018081 0.148036901952371
"fin" 0 0.153061224489796 0.222057735011103 0.0361663652802893 0.137278828553996 0.24684942185267 0.0965623792970259 0.271045918367347 0.0482858522452921 0.154408013104541 0.0956189151599444 0.0536365586783952
"dulce" 0.229753015508329 0.102040816326531 0.148038490007402 0.325497287522604 0.198291641244661 0.12992074834351 0.193124758594052 0.191326530612245 0.0965717044905843 0.128897123982921 0.191237830319889 0.0429092469427162
"esta" 0.344629523262493 0 0.148038490007402 0.0723327305605787 0.0915192190359976 0.220865272183968 0.144843568945539 0.0318877551020408 0.0482858522452921 0.106071591610946 0.165159944367177 0.135164127869556
"oro" 0.0574382538770821 0 0.074019245003701 0.0723327305605787 0.0305064063453325 0.012992074834351 0.212437234453457 0.0318877551020408 0.0965717044905843 0.14098122935632 0.13038942976356 0.126582278481013
"tiempo" 0.172314761631246 0.204081632653061 0.148038490007402 0.144665461121157 0.0915192190359976 0.0649603741717552 0.125531093086134 0.159438775510204 0.289715113471753 0.120841053733989 0.173852573018081 0.0922548809268397
"hay" 0.229753015508329 0.306122448979592 0.074019245003701 0.108499095840868 0.0762660158633313 0.0909445238404573 0.0675936655079181 0 0 0.161121404978651 0.0869262865090403 0.0772366444968891
"mundo" 0.287191269385411 0.102040816326531 0.148038490007402 0 0.137278828553996 0.272833571521372 0.135187331015836 0.0956632653061224 0.0482858522452921 0.127554445608099 0.0782336578581363 0.0729457198026175
"tierra" 0.114876507754164 0.102040816326531 0.074019245003701 0.108499095840868 0.0457596095179988 0.103936598674808 0.0772499034376207 0.143494897959184 0.0965717044905843 0.149037299605253 0.104311543810848 0.0750911821497533
"está" 0.344629523262493 0.0510204081632653 0.074019245003701 0.108499095840868 0.12202562538133 0.168896972846564 0.0482811896485129 0.0478316326530612 0 0.119498375359166 0.173852573018081 0.0986912679682472
"mí" 0.172314761631246 0.102040816326531 0.148038490007402 0.180831826401447 0.0762660158633313 0.0649603741717552 0.0193124758594052 0.0318877551020408 0.144857556735876 0.0819033808641478 0.243393602225313 0.15876421368805
"gloria" 0.114876507754164 0.153061224489796 0.222057735011103 0.180831826401447 0.0457596095179988 0.220865272183968 0.125531093086134 0.239158163265306 0.0965717044905843 0.118155696984344 0.0434631432545202 0.0750911821497533
"dos" 0 0 0.074019245003701 0 0.0457596095179988 0.12992074834351 0.241405948242565 0.0318877551020408 0 0.103386234861301 0.0521557719054242 0.141600514910963
"tal" 0.0574382538770821 0.102040816326531 0 0.0361663652802893 0.0915192190359976 0.415746394699233 0.106218617226728 0.207270408163265 0.0965717044905843 0.0805607024893257 0.0782336578581363 0.109418579703926
"pecho" 0.0574382538770821 0.204081632653061 0.074019245003701 0.0723327305605787 0.12202562538133 0.0259841496687021 0.0772499034376207 0.0956632653061224 0.289715113471753 0.102043556486479 0.382475660639777 0.0600729457198026
"mano" 0.0574382538770821 0.0510204081632653 0.296076980014804 0.0361663652802893 0.12202562538133 0.0909445238404573 0.144843568945539 0.175382653061224 0.241429261226461 0.084588737613792 0.13038942976356 0.10727311735679
"hombre" 0 0 0.222057735011103 0.108499095840868 0 0.0519682993374042 0.0193124758594052 0.0478316326530612 0.0482858522452921 0.182604258975805 0.00869262865090403 0.055782021025531
"ti" 0.229753015508329 0.153061224489796 0.074019245003701 0.144665461121157 0.137278828553996 0.0909445238404573 0.0386249517188103 0.255102040816327 0.0482858522452921 0.0765326673648594 0.139082058414465 0.120145891439605
"así" 0.114876507754164 0.0510204081632653 0.074019245003701 0.144665461121157 0.228798047589994 0.0519682993374042 0.0482811896485129 0.0318877551020408 0.338000965717045 0.118155696984344 0.199930458970793 0.0407637845955803
"él" 0.172314761631246 0 0.074019245003701 0.180831826401447 0.061012812690665 0.012992074834351 0.115874855156431 0.0637755102040816 0.144857556735876 0.0872740943634362 0.121696801112656 0.122291353786741
"puede" 0.0574382538770821 0.0510204081632653 0.148038490007402 0.0361663652802893 0.0762660158633313 0.103936598674808 0.0289687137891078 0.0159438775510204 0.193143408981169 0.118155696984344 0.0434631432545202 0.0986912679682472
"llanto" 0.229753015508329 0.0510204081632653 0.148038490007402 0.108499095840868 0.0457596095179988 0.0909445238404573 0.0579374275782155 0.175382653061224 0.0482858522452921 0.0644485619914606 0.234700973574409 0.10727311735679
"esperanza" 0.229753015508329 0.255102040816327 0 0.108499095840868 0.0457596095179988 0.0259841496687021 0.00965623792970259 0.0478316326530612 0.0965717044905843 0.153065334729719 0.0956189151599444 0.0236000858184939
"siempre" 0 0.204081632653061 0.148038490007402 0.0361663652802893 0.12202562538133 0.142912823177861 0.115874855156431 0 0.241429261226461 0.0778753457396815 0.0434631432545202 0.113709504398198
"mayor" 0 0.102040816326531 0.074019245003701 0.0361663652802893 0.0305064063453325 0.220865272183968 0.106218617226728 0.175382653061224 0.144857556735876 0.10875694836059 0.0434631432545202 0.0514910963312594
"viento" 0.114876507754164 0.153061224489796 0 0 0.0457596095179988 0.012992074834351 0.125531093086134 0.111607142857143 0.0965717044905843 0.111442305110234 0.182545201668985 0.0472001716369878
"ver" 0.172314761631246 0 0 0.180831826401447 0.167785234899329 0.0519682993374042 0.0482811896485129 0.079719387755102 0.0965717044905843 0.0872740943634362 0.13038942976356 0.0879639562325681
"otro" 0.114876507754164 0.153061224489796 0.222057735011103 0.108499095840868 0.137278828553996 0.12992074834351 0.106218617226728 0.0956632653061224 0 0.0778753457396815 0.0608484005563282 0.0879639562325681
"mismo" 0.172314761631246 0.102040816326531 0.222057735011103 0.108499095840868 0.12202562538133 0.428738469533585 0.0579374275782155 0.079719387755102 0.241429261226461 0.084588737613792 0 0.045054709289852
"hoy" 0.0574382538770821 0.102040816326531 0 0.144665461121157 0.061012812690665 0.012992074834351 0.280030899961375 0.0478316326530612 0.289715113471753 0.0577351701173501 0.0782336578581363 0.0965458056211114
"mil" 0 0.510204081632653 0 0.108499095840868 0.0305064063453325 0.116928673509159 0.154499806875241 0.0159438775510204 0.144857556735876 0.0953301646123687 0.13038942976356 0.0343273975541729
"quién" 0.229753015508329 0.102040816326531 0 0 0.137278828553996 0.155904898012213 0.154499806875241 0.143494897959184 0 0.084588737613792 0.0347705146036161 0.0579274833726668
"dolor" 0.229753015508329 0.0510204081632653 0.148038490007402 0.108499095840868 0.183038438071995 0.0649603741717552 0.0289687137891078 0.159438775510204 0.0482858522452921 0.0617632052418164 0.165159944367177 0.0836730315382965
"noche" 0.172314761631246 0.102040816326531 0 0.108499095840868 0 0.012992074834351 0.0386249517188103 0.079719387755102 0.0965717044905843 0.103386234861301 0.0695410292072323 0.0836730315382965
"celos" 0 0.255102040816327 0.074019245003701 0.144665461121157 0.0915192190359976 0 0.00965623792970259 0 0.0482858522452921 0.155750691479363 0.0347705146036161 0.00858184938854323
"ella" 0 0 0 0.180831826401447 0.0915192190359976 0 0.115874855156431 0.0318877551020408 0.289715113471753 0.0778753457396815 0.0347705146036161 0.105127655009655
"mía" 0.229753015508329 0 0.074019245003701 0.216998191681736 0.0305064063453325 0.0519682993374042 0.0772499034376207 0.0318877551020408 0.0965717044905843 0.0832460592389699 0.156467315716273 0.0708002574554817
"aquel" 0.172314761631246 0 0.148038490007402 0.0361663652802893 0.0915192190359976 0.0389762245030531 0.154499806875241 0.0956632653061224 0 0.0913021294879025 0.113004172461752 0.045054709289852
"soy" 0.344629523262493 0.0510204081632653 0 0.144665461121157 0.0762660158633313 0.012992074834351 0.00965623792970259 0.0159438775510204 0 0.103386234861301 0.0956189151599444 0.06650933276121
"quiero" 0.172314761631246 0.102040816326531 0 0.180831826401447 0.0762660158633313 0 0.0193124758594052 0 0.0482858522452921 0.112784983485056 0.0434631432545202 0.0622184080669384
"razón" 0 0.0510204081632653 0.074019245003701 0.216998191681736 0.0915192190359976 0.103936598674808 0.0579374275782155 0.0318877551020408 0.0482858522452921 0.104728913236123 0.113004172461752 0.0300364728599013
"rey" 0 0 0 0.0361663652802893 0.0152532031726663 0.142912823177861 0.0675936655079181 0.079719387755102 0 0.0872740943634362 0.0173852573018081 0.0944003432739755
"sangre" 0.0574382538770821 0 0.074019245003701 0.0361663652802893 0.0762660158633313 0.0519682993374042 0.115874855156431 0.0637755102040816 0.0482858522452921 0.0805607024893257 0.0695410292072323 0.0729457198026175
"nombre" 0 0.153061224489796 0.074019245003701 0.0361663652802893 0.061012812690665 0.0649603741717552 0.0289687137891078 0.127551020408163 0.0482858522452921 0.0966728429871909 0.0521557719054242 0.055782021025531
"gran" 0 0.306122448979592 0 0.144665461121157 0.0762660158633313 0.0649603741717552 0.125531093086134 0.159438775510204 0.193143408981169 0.0631058836166385 0.0869262865090403 0.0536365586783952
"llama" 0.172314761631246 0 0.148038490007402 0.0361663652802893 0.0457596095179988 0.0519682993374042 0.0289687137891078 0.0637755102040816 0.144857556735876 0.0644485619914606 0.121696801112656 0.0944003432739755
"sí" 0 0 0.444115470022206 0.108499095840868 0.0915192190359976 0.103936598674808 0.0869061413673233 0.0478316326530612 0.144857556735876 0.0537071349928838 0.0695410292072323 0.0922548809268397
"voz" 0 0 0 0.0361663652802893 0.0762660158633313 0.116928673509159 0.0965623792970259 0.111607142857143 0.193143408981169 0.0537071349928838 0.13038942976356 0.0815275691911607
"señor" 0 0.0510204081632653 0 0 0.0915192190359976 0.441730544367936 0.115874855156431 0.0159438775510204 0 0.0550498133677059 0.0260778859527121 0.0643638704140742
"vez" 0.0574382538770821 0 0.148038490007402 0.0361663652802893 0.0762660158633313 0.142912823177861 0.0579374275782155 0.159438775510204 0.0965717044905843 0.0765326673648594 0.0695410292072323 0.0536365586783952
"corazón" 0.114876507754164 0.102040816326531 0.148038490007402 0.0361663652802893 0.12202562538133 0.0259841496687021 0.0193124758594052 0.0318877551020408 0.0482858522452921 0.0510217782432396 0.217315716272601 0.0879639562325681
"cuanto" 0.172314761631246 0 0.222057735011103 0 0.0305064063453325 0.012992074834351 0.135187331015836 0 0.0965717044905843 0.0832460592389699 0.0434631432545202 0.0708002574554817
"hermosa" 0.0574382538770821 0.102040816326531 0.222057735011103 0.0723327305605787 0.106772422208664 0.0259841496687021 0.0289687137891078 0.0637755102040816 0 0.0751899889900373 0.113004172461752 0.0686547951083459
"mujer" 0 0.102040816326531 0.074019245003701 0 0 0 0.0193124758594052 0.0159438775510204 0 0.118155696984344 0.0260778859527121 0.0579274833726668
"vuestra" 0 0.0510204081632653 0.222057735011103 0.0361663652802893 0.0457596095179988 0.12992074834351 0.135187331015836 0.0478316326530612 0.0482858522452921 0.0751899889900373 0.0782336578581363 0.0493456339841236
"pensamiento" 0.0574382538770821 0.0510204081632653 0.296076980014804 0.0723327305605787 0.0305064063453325 0.0779524490061063 0.00965623792970259 0.0637755102040816 0 0.114127661859878 0.0782336578581363 0.0171636987770865
"he" 0.114876507754164 0.408163265306122 0 0.144665461121157 0.0305064063453325 0.0259841496687021 0.0386249517188103 0.0159438775510204 0 0.0899594511130804 0.0521557719054242 0.055782021025531
"fuerza" 0.114876507754164 0.102040816326531 0 0.0723327305605787 0.0457596095179988 0.0389762245030531 0.0386249517188103 0.191326530612245 0 0.0725046322403931 0.139082058414465 0.0472001716369878
"ay" 0.114876507754164 0.204081632653061 0 0.216998191681736 0.0457596095179988 0.155904898012213 0.0386249517188103 0.0318877551020408 0.0482858522452921 0.0671339187411048 0.199930458970793 0.0236000858184939
"pena" 0.0574382538770821 0.204081632653061 0 0.216998191681736 0.12202562538133 0.12992074834351 0.0289687137891078 0.0956632653061224 0.0965717044905843 0.0698192754907489 0.00869262865090403 0.0536365586783952
